video_id,title,ideology,topic,ideology_confidence,topic_confidence,reason,ideology_oldNO_Match,
iLNXliI0dAI,🔴 LIVE Barred Owl Nest Cam 🦉 | Post-Fledge Updates & Owl Activity,neutral,other,high,high,The video focuses on a live stream of owl activity and does not engage in gender-related discourse.,neutral,
Fgr7W4Ef990,100분토론 여성할당제 풀자막 1편,neutral,electoral_generational_conflict,medium,high,"The video discusses a debate on women's quotas, which is a gender-related topic, but does not clearly advocate for or against feminism, making the ideology neutral. The topic is clearly related to gender conflict discourse.",neutral,
cvLPWS5Sk3U,[충격증언] 난 스테로이드 중독자입니다 - 실화탐사대,neutral,other,high,high,"The video discusses steroid addiction and bodybuilding, which are not directly related to gender-related discourse.",neutral,
tFNCAvQVGrI,판사 생활 17년 대한민국 부장 판사 출신 변호사의 하루,neutral,other,high,high,The video discusses the daily life of a former judge turned lawyer without engaging in gender-related discourse or expressing a clear ideological stance.,neutral,
GseoJahFBeo,"캐스팅 찢었다..현직 ""FBI 고문담당관""이 실제로 흉악범들에게 자백을 뜯어내는 충격적인 방법..ㄷㄷ;;",neutral,other,high,high,The video discusses a movie review and does not engage in gender-related discourse.,neutral,
PbUlNGCqBVw,집합,neutral,other,high,high,"The title and description suggest a comedic sketch related to military service, which does not engage with gender-related discourse.",neutral,
F9ZTHkkVfqA,[실화탐사대] '맞짱 신고하기 없기' 각서 쓰고 헬스장 무차별 폭행 #엠뚜루마뚜루 #엠트루 MBC260416방송,neutral,other,high,high,"The video appears to focus on a real-life incident involving violence at a gym, which does not directly relate to gender-related discourse or ideologies.",neutral,
MC3La-Y5WoM,[미방분 단독공개] 이태원파출소 24시 2탄 | 파출소 앞에서 무단횡단을?! | 외국인 성추행범과의 추격전 | 슈퍼캐치 진실의 눈| KBS 260520 방송,neutral,other,high,high,The video appears to focus on a specific incident involving law enforcement and does not engage in gender-related discourse or express a clear ideological stance.,neutral,
HaYNqWBaanI,응 너 127년 꼬우면 항소해,neutral,other,high,high,"The video appears to be a comedic short film about a fictional courtroom scenario, lacking any clear gender-related discourse or ideological stance.",neutral,
mqviT1pBIAM,파이터들에게 여운을 남긴 피가 나도 멈추지 않는 투지,neutral,other,high,high,"The content appears to focus on fighters and their determination, which does not engage in gender-related discourse.",neutral,
hRPqJfo483c,[2화] 알고 보니 약자만 상대해왔던 수유리ㅣ좀비트립:파이터를 찾아서,neutral,other,high,high,"The title and description do not indicate any clear stance on gender-related issues or discourse, and the content appears to be unrelated to gender topics.",neutral,
XTbYKHR--H4,[SUB] 이원희 스무 살 찬성 파티 🐹   [차린건 쥐뿔도 없지만] EP.39,neutral,other,high,high,The video appears to focus on a light-hearted social gathering and does not engage in gender-related discourse or express any ideological stance.,neutral,
gHVv_SMaask,QR코드 원리 파악하겠다고 바둑판에 직접 둬봤습니다,neutral,other,high,high,The video discusses the principles of QR codes and related technologies without any gender-related discourse.,neutral,
Nc_c1OU_Wkk,앗! ＂호동이는 이미 18살 때...＂ 보디빌더 마선호가 진심으로 충격받은 강호동 인바디 결과ㄷㄷ| 아는 형님｜JTBC 250412 방송,neutral,other,high,high,The video discusses a physical reaction to a bodybuilder's results without engaging in gender-related discourse.,neutral,
7ZbR7N6Vcdo,[UFC] 최두호 vs 다니엘 산토스,neutral,other,high,high,The video is about a UFC fight and does not engage in gender-related discourse.,neutral,
it9WCsjnL6A,"생전 처음 보는 소재로, 방영 1회차 만에 시청률 7.7% 찍고, 글로벌 18개국 수출된 2026 신작 ㄷㄷ",neutral,other,high,high,"The video discusses a drama series and its ratings, which is unrelated to gender-related discourse.",neutral,
xcIDL_V_-1Y,천재 감독이 각 잡고 느와르 영화 만들면 어떻게 되는지 보여준 영화. 코믹의 탈을 쓴 그 어떤 느와르보다 진지하고 무거운 깡패 이야기. 정준호의 재발견 영화,neutral,other,high,high,The video discusses a film review without any gender-related discourse or ideological stance on gender issues.,neutral,
d2Cv5PNzFQ4,"미국에서 4,000만 조회수를 기록한 역대급 사건",neutral,other,high,high,"The video is educational and documentary in nature, focusing on a criminal case without any gender-related discourse.",neutral,
b92upazRhp4,＂ 하루종일 먹어도 배가 고파요 ＂ 과학자들이 탐구한 쯔양의 살이 안 찌는 고민🧐｜T끌모아 해결｜JTBC 251224 방송,neutral,other,high,high,"The video discusses a scientific exploration of a person's eating habits and weight concerns, which does not relate to gender-related discourse.",neutral,
cHT6T04cRCk,"""이건 좌우의 문제 아니야"" 서울 최대 매장 가보니.. [뉴스.zip/MBC뉴스]",neutral,other,high,high,The video discusses a news topic related to a boycott of Starbucks and does not engage in gender-related discourse.,neutral,
prcQpkzNkaM,"""급발진 영상 중 가장 무섭다""..맛집 이야기하다 '전원 사망' / SBS / 모아보는 뉴스",neutral,other,high,high,"The video discusses a car accident and related investigations, which are unrelated to gender-related discourse.",neutral,
5olSAzpqZsQ,I.O.I (아이오아이) - Suddenly (갑자기) | Show! MusicCore | MBC260523방송,neutral,other,high,high,The video is a music performance and does not engage in gender-related discourse.,neutral,
D1eSja-g7jk,저는 '이것'부터 봅니다👀 40년 넘게 악령을 쫓은 신부의 판별법🥶 #유퀴즈,neutral,other,high,high,The content does not address gender-related discourse and focuses on a different subject matter.,neutral,
NPqLzkyiKgE,"""어떤 여직원이 제안했다던데"" 국민 앞 나서는 정용진 '먹힐까' #뉴스다 / JTBC News",neutral,other,high,high,The video discusses a news event related to a public figure and does not engage in gender-related discourse.,neutral,
go-p5G9vD1U,"[실화Pick]현직 교사들이 폭로하는 악성 민원, 교사들의 SOS #실화탐사대 #실화On MBC260521방송",neutral,other,high,high,"The video discusses real-life stories and issues faced by teachers, which does not specifically relate to gender-related discourse.",neutral,
QrLDYUc4UGQ,집들이 온 여성의 '낮은 포복'…이날 이후 삶이 '지옥' 됐습니다 #뉴스다 / JTBC News,neutral,other,medium,high,"The video discusses a specific incident without a clear ideological stance on gender issues, focusing more on the event itself rather than broader gender-related discourse.",neutral,
tc-LzgIT4eE,"코수술, 리프팅 레이저 절대 함부로 하지 마세요❗ 의사가 경고하는 최악의 성형 부작용과 시술의 충격적인 진실",neutral,beauty_norms_grooming,medium,high,"The video discusses the risks and truths about cosmetic procedures without advocating for or against any ideology, focusing instead on the consequences of beauty standards and surgical practices.",neutral,
Kynu_4dS6Sg,문란함보다 가난이 더 창피한 시대 (정영진의 나쁜질문),neutral,other,high,high,The content discusses economic issues and societal questions without a clear gender-related discourse.,neutral,
IIYF62pwVVc,눈물이 안 멈춰요💦 친딸 사실 밝히는 고윤정을 따뜻하게 안아주는 의붓딸 한선화｜모.자.무.싸｜JTBC 260524 방송,neutral,other,high,high,"The video appears to focus on a personal story within a drama context, lacking a clear stance on gender-related discourse.",neutral,
Rt4c5gOk09s,"나의 운, 내가 바꿀 수 있다⁉️ 박성준 역술가가 알려 주는 운 안 풀릴 때 하면 좋은 행동 3가지✨️ #유퀴즈",neutral,other,high,high,"The content appears to focus on personal development and actions to improve one's luck, which does not relate to gender-related discourse.",neutral,
gLIH8H0L-0Q,"[뉴스하이킥] 이스라엘에 체포됐다 석방된 한국 활동가들 ""폭행당했다"" 주장...박현도 격노! - 박현도, MBC 260522 방송",neutral,other,high,high,"The video discusses the release of activists from Israel and their claims of being assaulted, which does not directly relate to gender-related discourse.",neutral,
YwIPtdhUvT4,한국인이 노빠꾸 돌아이 중국 여자와 일본 오사카 여행하면 생기는 일ㄷㄷ (오사카 일본인 반응 1편),neutral,other,high,high,The video discusses a travel experience without engaging in gender-related discourse or ideological positions on feminism or anti-feminism.,neutral,
P-NQlw4U284,"""이젠 안 만나고 싶어요""💥 황혼육아 문제로 단절된 모녀 관계, 회복할 수 있을까요?😓 #이호선상담소",neutral,dating_marriage,medium,high,"The video discusses family dynamics and relationships without a clear stance on gender-related issues, making it neutral in ideology and unrelated to specific gender topics.",neutral,
T-CL1IXbRfo,What Koreans Think of Sexual Harassment | ASIAN BOSS,feminism,sexual_violence,high,high,"The video discusses opinions on sexual harassment, which aligns with feminist discourse on sexual violence and societal attitudes towards it.",feminism,
orkl3SS42BI,Foreign women speak up about sexual violence in Korea / 외국인 성폭력 피해자들의 이야기,feminism,sexual_violence,high,high,"The video discusses the experiences of foreign women who have faced sexual violence in Korea, highlighting the need for awareness and support for victims, which aligns with feminist advocacy against sexual violence.",feminism,
Wln5dlYKA1k,"Sci-Fi Short Film: ""Best Friend"" | DUST",neutral,other,high,high,The video is a sci-fi short film that does not engage in gender-related discourse or express any ideological stance on gender issues.,neutral,
jtYQ5Ot0Bf8,[단독] '수감번호 273번' 논산 중학생 성폭행 추적...피해자·가해자 측 인터뷰｜이상엽의 부글터뷰,feminism,sexual_violence,high,high,"The video discusses a serious case of sexual violence involving a minor, highlighting the issue of sexual crimes and victimization, which aligns with feminist discourse on addressing and combating sexual violence.",feminism,
TYhNHX372ek,The Uncomfortable Truth About Ozempic (Updated Version),neutral,other,high,high,The video discusses obesity and weight loss drugs without taking a stance on gender-related issues or feminist discourse.,neutral,
BBPwM1Takwg,Why Did Korea Split in to North and South?,neutral,other,high,high,"The video discusses the historical context of the division of Korea, which is unrelated to gender-related discourse.",neutral,
2EtBxXrgbK0,"""누가 5학년 담임을 맡을 건가"" '용기 낸' 14년차 교사의 최후 [뉴스.zip/MBC뉴스]",neutral,other,high,high,"The video discusses a teacher's experience and issues related to parental interference in education, which does not directly relate to gender discourse.",neutral,
4pw4GBEGUPI,Why Are First Dates Like This 😭,neutral,dating_marriage,high,high,"The video discusses first dates in a light-hearted manner without promoting or opposing any specific gender-related ideology, focusing instead on personal experiences related to dating.",neutral,
52TeNj6Upss,[ENG] Reunion (리유니언) | Animation Short Film 2026｜청강애니,neutral,other,high,high,"The video is an animation short film based on a novel about friendship and societal issues, but it does not specifically address gender-related discourse.",neutral,
1w69sAT3Aa0,Is Seoul To Blame For South Korea's Population Crisis? | Insight | Full Episode,neutral,other,high,high,The video discusses South Korea's population crisis and urban-rural dynamics without taking a clear ideological stance on gender-related issues.,neutral,
mNj3DLQRfKA,The Infamous “4B Movement” in Korea Explained,neutral,gender_conflict_discourse,medium,high,"The video explains the '4B Movement' in Korea, which relates to gender discourse but does not clearly advocate for or against any ideology.",neutral,
KvJfgINobNM,“You can’t be depressed here” 15 hours with South Korea’s psychiatrist,neutral,other,high,high,The video discusses mental health and the experiences of a psychiatrist in South Korea without taking a clear ideological stance on gender-related issues.,neutral,
vlX3PtYPi30,Horacio | Murderer Shows No Remorse in Annecy Short Film,neutral,other,high,high,The video discusses a short film about a murder without any gender-related discourse or ideological stance on gender issues.,neutral,
ohmshRdg8Y0,은밀하고 교묘한 요즘 학폭을 본 어른들의 실제 반응,neutral,other,high,high,The video discusses cyberbullying and societal reactions without taking a clear ideological stance on gender issues.,neutral,
7WbbwrrRSTg,last night ★ [animated short film],neutral,other,high,high,The video is an animated short film with no content related to gender discourse or ideology.,neutral,
vE_KSbV9O00,Stop the Secrets that Hurt - My Tutor Abused Me,neutral,sexual_violence,medium,high,"The video discusses abuse and the importance of disclosure, which relates to sexual violence, but does not explicitly advocate for or against any ideology.",neutral,
vkmnkbVc7iM,Good Hair: Perceptions of Racism  (Award winning short film),neutral,other,high,high,"The video discusses racism in a general context without a specific focus on gender-related discourse, making it neutral and unrelated to the specified topics.",neutral,
ROsiuqzyr7E,Washing Machine Heart,neutral,other,high,high,"The video is a personal project about music and art, with no relation to gender-related discourse.",neutral,
_By71awkTZE,가장 가까운 사람을 조심해야 하는 이유ㅣ≪이처럼 친밀한 살인자≫ 허민숙 입법조사관,feminism,sexual_violence,high,high,"The video discusses intimate partner violence and coercive control, which aligns with feminist discourse on addressing and combating sexual violence and abuse in relationships.",feminism,
iuavywpsZkY,교제살인 피해자 휴대전화에서 발견된 충격적인 스토킹과 폭력의 기록 - BBC News 코리아,feminism,sexual_violence,high,high,"The video discusses stalking and intimate partner violence, highlighting the systemic issues and the need for legal reforms to protect victims, which aligns with feminist advocacy for women's safety and rights.",feminism,
0qJ_k6V_SWk,"""핫식스 먹고 버텨요""..한국에서 청년으로 살아남기! | SBS 뉴스토리",neutral,electoral_generational_conflict,high,high,"The video discusses the struggles and realities faced by the younger generation in South Korea, focusing on issues like burnout and societal expectations, without taking a clear ideological stance on gender-related discourse.",neutral,
mPg3Kpqeu24,"비무장 시민을 향한 계엄군의 잔혹한 공격... 결코 잊어서는 안될 역사, 5.18 민주화운동 열흘의 기록 | 강연배틀쇼 사기꾼들 18회 | JTBC 260521 방송",neutral,other,high,high,The video discusses historical events related to the Gwangju Uprising without a clear gender-related discourse or ideological stance on gender issues.,neutral,
VpqzCWo2Ev4,"2.6일마다 살해당하는 여성, 왜 '교제 살인'을 막지 못하나? | 로그인 EP.08 📹 허민숙 박사님",feminism,sexual_violence,high,high,"The video discusses the issue of dating violence and femicide, highlighting the need for awareness and legal reform, which aligns with feminist advocacy against gender-based violence.",feminism,
6RtI9xvT10A,🔪반사회적 인격장애 분석 | 라플위클리 S5 ep.3 - 사이코패스 & 소시오패스 #궤도 #안현모 #이동진 [LIFEPLUS] [ENG SUB],neutral,other,high,high,The video discusses psychopathy and sociopathy without any clear gender-related discourse or ideological stance on gender issues.,neutral,
9lozF2-cOVw,"탄핵 2회차 한국 보수의 미래, 예언 또는 유언 [뉴스 지나갑니다 ep1]",neutral,electoral_generational_conflict,high,high,"The video discusses political events and decisions related to the conservative party in South Korea, focusing on electoral issues without a clear feminist or anti-feminist stance.",neutral,
5kdfxjeLhVY,자살률 왜 이렇게 심각할까? 청년들 얘기 직접 들어봄｜크랩,neutral,other,high,high,The video discusses the serious issue of youth suicide rates in South Korea without taking a clear ideological stance or focusing on gender-related discourse.,neutral,
UY_5u8K6_gw,인생을 너무 진지하게 살면 안 되는 이유ㅣ지식인초대석 EP.154 (보만 스님 1부),neutral,other,high,high,The video discusses life advice and personal well-being without addressing gender-related issues.,neutral,
0ZVkrUaSOFw,사이코패스가 아니다? 강북 모텔 연쇄살인 '김소영'의 지능에 대한 심층 분석,neutral,other,high,high,"The video discusses a criminal case and the forensic analysis of intelligence, which does not relate to gender-related discourse.",neutral,
J1FNN34HCsQ,버닝썬: K팝 스타들의 비밀 대화방을 폭로한 여성들의 이야기 - BBC News 코리아,feminism,sexual_violence,high,high,"The video discusses the experiences of women journalists exposing sexual violence and harassment in the K-pop industry, highlighting issues of victimization and the impact of patriarchal structures.",feminism,
K3zNywHRoio,"중국은 기회를 스스로 걷어차고 있습니다 | 스탠포드 중국 전문가, 댄 왕",neutral,other,high,high,The video discusses geopolitical issues and economic analysis without addressing gender-related discourse.,neutral,
FQIeZDcasdM,"’딥페이크 사태‘ 그 후, 아직 끝나지 않은 피해자들의 이야기 - BBC News 코리아",feminism,sexual_violence,high,high,"The video discusses the societal issue of deepfake sexual exploitation, highlighting the impact on victims and the need for stronger measures, aligning with feminist advocacy against sexual violence.",feminism,
gSpI3D5ofuM,모두가 아는 음식 이름을 내 상표로 등록하는 법!    #백종원 #대패삼겹살 #더본코리아,neutral,other,high,high,"The video discusses trademark registration and food patents, which are unrelated to gender-related discourse.",neutral,
bdNAL08P87I,"[권순표의 뉴스하이킥] 박근혜, 대구 이어 충청까지 지원유세...장동혁 체제 힘 받나? - 거없&황희두, 김동인&서용주&윤희석, 오윤혜, 김관영, 장예찬",neutral,electoral_generational_conflict,high,high,"The content discusses political events and figures without a clear stance on gender-related issues, focusing on electoral politics.",neutral,
Dfj_95ANUHc,[#알쓸범잡2] 수감 중에도 협박 후 청부살인 계획까지...💥 담임선생님을 9년간 스토킹 한 N번방 공범의 충격적인 범행🔥,feminism,sexual_violence,medium,high,"The video discusses a serious crime involving stalking and murder, which relates to sexual violence, but does not explicitly take a stance on gender-related ideology.",neutral,No match
IW4PthavcXw,법의학자가 분석한 파주 부사관 아내 사망사건,neutral,other,high,high,The video discusses a forensic analysis of a specific incident without engaging in gender-related discourse or ideological positions on gender issues.,neutral,
kPPkcLgoNX4,"[열린토론] 스토킹·교제폭력 문제와 대책 (허민숙, 송란희, 민고은)ㅣ250821 방송",feminism,sexual_violence,high,high,"The video discusses stalking and dating violence, focusing on the increase in these crimes and the need for legal reforms, which aligns with feminist advocacy for women's safety and rights.",feminism,
ilUbCLjEkUE,2 Hours Lone Samurai Ronin Red 4K Resolution Your Live Wallpaper For PC,neutral,other,high,high,The content is focused on live wallpapers for PCs and does not engage in gender-related discourse.,neutral,
We6QG55wvac,폭발물 테러로 꼬리뼈까지 산산조각😱 생명의 위협 속에서도 국민의 알 권리를 위해 분쟁 지역의 참혹함을 전하는 김영미 PD #유퀴즈,neutral,other,high,high,"The video discusses a journalist's experience in a conflict zone, which does not relate to gender-related discourse.",neutral,
OOz95-8tQic,Santo Terço - Domingo - 24 de maio,neutral,other,high,high,The content is focused on religious themes and does not engage in gender-related discourse.,neutral,
HHp4rjhJsWI,"Moody Gardens Penguin Cam LIVE | Penguin Habitat Stream at the Aquarium in Galveston, Texas",neutral,other,high,high,"The video is about a live stream of penguins at an aquarium, which is unrelated to gender-related discourse.",neutral,
dRkU55srCHs,친족성폭력 범죄에 공소시효는 필요 없다 | 씨리얼 시선,feminism,sexual_violence,high,high,"The video discusses the issue of familial sexual violence, advocating for the abolition of the statute of limitations and highlighting the struggles of victims, which aligns with feminist principles.",feminism,
wBbLkbyzIns,3-Hour Serene Yellow & Orange Gradient - Uplift and Relax Your Space,neutral,other,high,high,The content is focused on a calming visual experience and does not engage in gender-related discourse.,neutral,
LS9OGiyopuU,남성에게도 성평등이 좋은 이유 | 3분 씨리얼,feminism,gender_conflict_discourse,high,high,"The video promotes gender equality and challenges traditional gender norms, emphasizing the benefits of gender equality for men as well, which aligns with feminist ideology.",feminism,
Fa51m2_OU9g,우리의 현대사는 여자의 얼굴을 하지 않았다 | 씨리얼 사회탐구,feminism,gender_conflict_discourse,high,high,"The video discusses the historical and ongoing struggles of women in the context of war and political conflict, highlighting their sacrifices and the lack of recognition, which aligns with feminist discourse.",feminism,
T7SsT0FQdUg,sunset aura 🌄| focus background wallpaper for studying | the aesthetic guide,neutral,other,high,high,The content is focused on providing a wallpaper for studying and does not engage in gender-related discourse.,neutral,
PPyNQssJ15c,전쟁 후 70년이 지났는데도 들어본 적 없었던 이야기 | 씨리얼 시선,neutral,other,high,high,"The video discusses the experiences of war veterans and their stories, which does not relate to gender-related discourse.",neutral,
XyLaeyBzZL8,[분노주의] 고민상담 받다가 광역 패드립 박는 사연자,neutral,gender_conflict_discourse,medium,high,"The title suggests a discussion that may involve gender-related conflict, but the ideology is unclear as it could be interpreted in various ways depending on the context of the conversation.",ambiguous,No match
jgkG_agWrYA,"몸에 안 좋은 거 아는데도, 출연자들 때문에 더 먹고싶어지는 ebs 비만 다큐 먹방 모음｜#골라듄다큐",neutral,other,high,high,"The video discusses food addiction and obesity without a clear stance on gender-related issues, making it neutral and unrelated to gender discourse.",neutral,
dr73DK3OPOs,25년간 봉인된 '마이클 잭슨'의 금지된 기록...| 마이클 잭슨의 모든 것,neutral,other,high,high,"The content focuses on motivational quotes and time management related to Michael Jackson, which does not pertain to gender-related discourse.",neutral,
RzS1QAX2ub0,"오세라비 VS 은하선, 비머가 '아찔했던' 젠더 토론회 다녀왔습니다 / [아찔한 토론 #7] / 비디오머그",neutral,gender_conflict_discourse,medium,high,"The video features a debate between individuals with differing views on feminism and gender issues, making the ideology unclear, while the topic clearly relates to gender conflict discourse.",ambiguous,No match
mLEzGjiowvA,주수 상관없이 임신중절 허용하면 생기는 일,feminism,dating_marriage,high,medium,"The video discusses the implications of allowing abortion without restrictions, which aligns with feminist advocacy for women's autonomy and reproductive rights. However, the topic is more focused on medical and legal aspects rather than a direct gender discourse.",feminism,
-5BiatsX8b4,결혼 전 3번의 '임신 중절' 수술로 난임…이혼 사유될까 / JTBC 사건반장,neutral,dating_marriage,medium,high,"The video discusses a woman's personal struggles with infertility and the implications of her past decisions on her marriage, which relates to dating and marriage topics but does not strongly advocate for or against any ideology.",neutral,
tMiKfOv6WoI,낙태와 '피임'까지 금지한 나라에서 생겼던 일 | 세탁소의 여자들 #1,feminism,dating_marriage,high,medium,"The video discusses issues related to contraception and abortion bans, which aligns with feminist discourse on women's rights and autonomy, but the specific topic is not clearly defined within the provided categories.",feminism,
EB_BgVP-UAw,"[오늘 이 뉴스] ""저 슈퍼카들 진짜 업무용?"".. '걸려봐' 칼빼든 국세청 (2026.05.25/MBC뉴스)",neutral,other,high,high,"The video discusses a news topic related to tax investigations and supercars, which does not pertain to gender-related discourse.",neutral,
nRHndYQatN8,"중학교 3학년, 학교 경비 아저씨에게 겪은 끔찍한 성폭행 트라우마..｜#고딩엄빠4 MBN 231011 방송",feminism,sexual_violence,high,high,"The video discusses a traumatic experience of sexual assault, which aligns with feminist discourse on addressing sexual violence and its impact.",feminism,
g7uqha0abEs,"[시술 시뮬] 임신중절 후, 여성의 몸에 생기는 변화",feminism,dating_marriage,high,high,"The video discusses the changes in women's bodies after abortion, which relates to women's autonomy and reproductive rights, aligning with feminist discourse. The topic also touches on aspects of dating and marriage as it involves women's health and choices.",feminism,
3snrFbxapZ4,낙태를 해야 할 수도 있다는 말에 완전히 무너졌어요│이하늬 간증 3│새롭게 하소서,neutral,dating_marriage,medium,high,"The video discusses the emotional impact of considering abortion and the complexities of pregnancy, which aligns with feminist discourse on women's autonomy and reproductive rights, while also touching on themes related to marriage and family.",feminism,No match
PlzM9QwUpRM,20대 30대 50대 임신중절수술을 경험한 여성들이 누구에게도 말할수 없었던 당시를 이야기합니다 (KBS 20181123 방송),feminism,sexual_violence,high,high,"The video discusses women's experiences with abortion and the societal implications surrounding it, aligning with feminist advocacy for women's rights and autonomy over their bodies.",feminism,
SRjP23ZSxf4,"[스프] ""여성 인권을 지키기 위해 바다로 간다""...임신중절이 범죄인 나라에서 법의 허점을 이용하는 자들 / The Outlaw Ocean EP.8 / 비디오머그",feminism,sexual_violence,high,high,"The video discusses women's rights regarding abortion in a context where it is illegal, highlighting the need for safe access to abortion services, which aligns with feminist advocacy for women's autonomy and rights.",feminism,
Q6_7PhOgqVw,가정폭력 피해자가 집을 탈출하기까지,feminism,sexual_violence,high,high,"The video discusses the experiences of a domestic violence victim escaping their situation, which aligns with feminist discourse on addressing and raising awareness about sexual violence and abuse.",feminism,
YKdO8MLdh0Y,낙태가 죄라면 [EBS 까칠남녀],feminism,dating_marriage,high,high,"The video discusses the shared responsibility of men and women regarding unwanted pregnancies and abortion, promoting a feminist perspective on gender equality in reproductive issues.",feminism,
pUF1deU9eL8,까칠 남녀 - 낙태가 죄라면_#003,feminism,gender_conflict_discourse,high,high,"The video discusses abortion rights and women's rights, aligning with feminist ideology, and addresses gender discrimination issues.",feminism,
tuFRGarPT0w,"찬성? 반대?  ""낙태법 개정""을 산부인과 의사들👩‍⚕️이 말한다 | 여성건강채널No.1 우리동네 산부인과",feminism,dating_marriage,medium,high,"The video discusses the topic of abortion law reform from a medical perspective without a clear ideological stance, focusing on health and legal implications.",neutral,No match
EnQzS7_WMe0,'태아 생명권' vs '여성 자기 결정권'…팽팽한 낙태죄 줄다리기의 역사 / 비디오머그,feminism,electoral_generational_conflict,high,medium,"The video discusses the historical debate surrounding abortion laws, focusing on women's rights and autonomy, which aligns with feminist discourse. However, it also addresses the topic of fetal rights, making the overall topic less clearly defined.",feminism,
nAi_OFSvdVw,9조 부자가 죽기 전 폭로한 인맥과 부의 비밀,neutral,other,high,high,"The content focuses on wealth, success, and personal development without addressing gender-related issues.",neutral,
kGikrbiRoLk,"스페이스X, 지상 최대 IPO 시작됐다… 일론 머스크가 전 세계 돈 빨아들이는 방법 / 똑소리E / 비디오머그",neutral,other,high,high,"The video discusses SpaceX and its IPO, which is unrelated to gender-related discourse.",neutral,
MHyc-6mU6Aw,그 페미니즘은 틀렸다…고 / [아찔한 토론 #2] / 비디오머그,anti_feminism,gender_conflict_discourse,high,high,"The video discusses a book that criticizes feminism and suggests that radical feminism is driven by hate, indicating a clear anti-feminist stance. The topic revolves around the discourse surrounding feminism and its critiques.",anti_feminism,
I_JPEYnw8-w,엠마왓슨 UN 양성평등 연설 : HeForShe (한글자막),feminism,gender_conflict_discourse,high,high,"The video features Emma Watson's UN speech advocating for gender equality, which aligns with feminist ideology and addresses gender-related discourse.",feminism,
RorfZoZpX3k,알파고한테 농락당한 방장을 대신해 복수해 준다며 등장한 래더 2300 초고수 등장ㄷㄷ 알파고의 운명은..?,neutral,other,high,high,The video is about a gaming match and does not engage in gender-related discourse.,neutral,
Rqm5o4See0Y,"“다들 폭락을 안 겪어본 것 같아요”, 요즘 투자자들이 탐욕에 빠져 놓치고 있는 것 | 호주 ep.7",neutral,other,high,high,The video discusses investment and real estate topics without any gender-related discourse or ideological stance.,neutral,
3aNtTUHJeDY,프랑스어 강사 정일영 '프랑스에서 살아남기' 특강,neutral,other,high,high,"The video is about a French language instructor giving a lecture, which does not relate to gender-related discourse.",neutral,
n1GqTdf9RvM,'진짜' 잘 사는 사람은 겉으로 드러내지 않습니다 (정영진 작가),neutral,other,high,high,The content discusses personal development and social interactions without a clear gender-related discourse.,neutral,
skMJbOLdo5E,#MeToo 트윗을 읽어본 '기자 선배'들의 반응은??,feminism,sexual_violence,high,high,"The video discusses reactions to #MeToo tweets, focusing on workplace sexual crimes, which aligns with feminist discourse on sexual violence.",feminism,
3DOWKeoeskU,"""생후 100일부터 알 수 있어요."" 웃으며 말하던 아이의 자폐 신호 (천근아 교수 1부)",neutral,other,high,high,"The video discusses autism spectrum disorder and its signs, which is unrelated to gender-related discourse.",neutral,
aGMEoG7apms,[Candid Couch] 김지윤 박사 | 이 사진 한 장에 우크라이나 전쟁의 비극이 담겨있습니다 (Pt.1),neutral,other,high,high,The video discusses the Ukraine war and art without a clear gender-related discourse or stance.,neutral,
KwQGipFqFjI,[분노주의] 트위터를 끊어야 되는 사람이 못 끊으면 생기는 일,neutral,other,high,high,"The video discusses the impact of social media without a clear stance on gender-related issues, making it neutral and unrelated to gender discourse.",neutral,
W_ChhnAM7GY,AI 기업들이 숨기고있는 소름끼치는 것,neutral,other,high,high,The title and description do not indicate any gender-related discourse or ideology; they focus on AI companies and a book promotion.,neutral,
hiwVgLlZ4r4,꽃눈의 시간(The Hour of Blossom Buds) - The Struggles of Women's University Students in Korea : '동덕여자대학교',feminism,gender_conflict_discourse,high,high,"The video discusses the struggles of female university students against misogyny and unfair treatment, aligning with feminist discourse and highlighting gender conflict.",feminism,
wcDARQ7emv4,인간 존재에 대한 가장 어두운 해석 - 실존적 엘크 이론,neutral,other,high,high,The content discusses existential philosophy without addressing gender-related issues.,neutral,
hKIYrlM2csA,누군가는 말해야한다... 31살 여자의 임출육 솔직후기,feminism,dating_marriage,high,high,"The video discusses the experiences and reflections of a 31-year-old woman regarding marriage, pregnancy, and parenting, promoting a thoughtful approach to these topics, which aligns with feminist ideas of women's autonomy and decision-making.",feminism,
muEOOUe9YSI,The Truth Norwegians Refuse to Acknowledge,neutral,other,high,high,The content does not address gender-related discourse and focuses on unrelated topics such as humor and animation.,neutral,
dQRKL4BxrEM,Why do young women hate men? | UK Politics | The New Statesman,anti_feminism,gender_conflict_discourse,high,high,"The video discusses the perceived animosity of young women towards men, framing it within a context of political and social discourse, which aligns with anti-feminist sentiments and gender conflict discussions.",anti_feminism,
UygkOVbQyHM,본인 스스로와 짱친이 되면 무적이 됩니다,neutral,other,high,high,The title and description do not indicate any gender-related discourse or ideological stance; they focus on personal development and an upcoming boot camp.,neutral,
I3BTokVVH9U,The 4B Movement Expanded and Men are Terrified!,feminism,gender_conflict_discourse,high,high,"The video discusses the 4B Movement, which is centered on women's health, safety, and prosperity, indicating a feminist perspective. It also addresses societal changes and the reactions of men, aligning with gender conflict discourse.",feminism,
